wave,lumi
680.364,2797.3
680.558,2812.78
680.752,2810.85
680.946,2710.23
681.14,2683.14
681.333,2663.79
681.527,2675.4
681.721,2545.76
681.915,2623.15
682.109,2632.83
682.302,2735.38
682.496,2675.4
682.69,2561.24
682.883,2592.2
683.077,2421.92
683.271,2443.2
683.464,2419.98
683.658,2421.92
683.852,2429.66
684.045,2290.34
684.239,2276.8
684.432,2338.72
684.626,2263.25
684.819,2224.55
685.013,2158.77
685.206,2298.08
685.4,2085.24
685.593,2172.31
685.787,2207.14
685.98,2112.33
686.173,2286.47
686.367,2129.74
686.56,2176.18
686.754,2003.97
686.947,2100.72
687.14,2067.82
687.334,2089.11
687.527,1988.49
687.72,1926.57
687.913,2002.03
688.107,1887.87
688.3,1872.39
688.493,1891.74
688.686,1961.4
688.879,1959.46
689.073,1973.01
689.266,1829.82
689.459,1889.81
689.652,1909.16
689.845,1787.25
690.038,1736.94
690.231,1719.53
690.424,1822.08
690.617,1568.6
690.81,1636.33
691.003,1773.71
691.196,1702.12
691.389,1676.96
691.582,1630.52
691.775,1595.69
691.968,1589.89
692.161,1609.24
692.354,1638.26
692.547,1669.22
692.74,1497.01
692.932,1433.16
693.125,1497.01
693.318,1464.12
693.511,1514.42
693.704,1506.69
693.896,1408
694.089,1526.03
694.282,1485.4
694.475,1417.68
694.667,1479.6
694.86,1373.17
695.053,1493.14
695.245,1408
695.438,1346.08
695.63,1349.95
695.823,1317.06
696.016,1373.17
696.208,1334.47
696.401,1338.34
696.593,1286.1
696.786,1272.56
696.978,1471.86
697.171,1200.96
697.363,1349.95
697.556,1191.29
697.748,1247.4
697.941,1280.3
698.133,1303.51
698.325,1286.1
698.518,1090.67
698.71,1164.2
698.902,1065.52
699.095,1185.48
699.287,1164.2
699.479,1187.42
699.672,1162.26
699.864,1053.91
700.056,1102.28
700.248,1108.08
700.44,1096.47
700.633,1187.42
700.825,1121.63
701.017,1189.35
701.209,1117.76
701.401,1119.69
701.593,1019.08
701.785,1094.54
701.977,1019.08
702.17,1142.91
702.362,999.73
702.554,972.64
702.746,953.29
702.938,1081
703.13,961.03
703.322,1055.84
703.513,995.86
703.705,908.78
703.897,1011.34
704.089,935.87
704.281,933.94
704.473,879.76
704.665,891.37
704.857,1003.6
705.048,970.7
705.24,817.84
705.432,957.16
705.624,850.74
705.816,988.12
706.007,902.98
706.199,902.98
706.391,817.84
706.582,928.13
706.774,895.24
706.966,868.15
707.157,806.23
707.349,914.59
707.54,866.21
707.732,763.66
707.924,757.86
708.115,862.35
708.307,796.56
708.498,823.65
708.69,864.28
708.881,753.99
709.073,817.84
709.264,808.17
709.456,721.09
709.647,701.74
709.838,798.49
710.03,694
710.221,825.58
710.413,796.56
710.604,786.88
710.795,773.34
710.987,779.14
711.178,666.91
711.369,707.55
711.56,759.79
711.752,668.85
711.943,790.75
712.134,738.51
712.325,783.01
712.516,664.98
712.708,651.43
712.899,715.29
713.09,806.23
713.281,668.85
713.472,707.55
713.663,742.38
713.854,678.52
714.045,680.46
714.236,620.48
714.427,732.7
714.618,676.59
714.809,732.7
715,610.8
715.191,641.76
715.382,496.64
715.573,581.78
715.764,597.26
715.955,587.58
716.146,533.4
716.336,610.8
716.527,664.98
716.718,653.37
716.909,634.02
717.1,610.8
717.29,645.63
717.481,548.88
717.672,608.87
717.863,583.71
718.053,483.09
718.244,628.22
718.435,537.27
718.625,531.47
718.816,659.17
719.007,527.6
719.197,618.54
719.388,457.94
719.578,550.82
719.769,560.49
719.959,521.79
720.15,514.05
720.341,514.05
720.531,498.57
720.721,647.57
720.912,512.12
721.102,523.73
721.293,539.21
721.483,469.55
721.674,624.35
721.864,610.8
722.054,469.55
722.245,535.34
722.435,450.2
722.625,438.59
722.816,444.39
723.006,531.47
723.196,394.09
723.386,440.52
723.577,415.37
723.767,423.11
723.957,403.76
724.147,463.74
724.337,463.74
724.528,608.87
724.718,492.77
724.908,490.83
725.098,471.48
725.288,367
725.478,485.03
725.668,396.02
725.858,454.07
726.048,401.83
726.238,446.33
726.428,450.2
726.618,498.57
726.808,477.29
726.998,510.18
727.188,426.98
727.378,479.22
727.568,411.5
727.758,430.85
727.947,370.87
728.137,413.44
728.327,370.87
728.517,417.31
728.707,349.58
728.896,463.74
729.086,442.46
729.276,401.83
729.466,390.22
729.655,428.92
729.845,413.44
730.035,359.26
730.224,440.52
730.414,310.88
730.604,457.94
730.793,411.5
730.983,446.33
731.172,336.04
731.362,456
731.551,316.69
731.741,390.22
731.93,349.58
732.12,198.66
732.309,394.09
732.499,386.35
732.688,368.93
732.878,277.99
733.067,330.23
733.257,281.86
733.446,405.7
733.635,310.88
733.825,363.13
734.014,318.62
734.203,345.71
734.393,303.14
734.582,301.21
734.771,409.57
734.96,467.61
735.15,303.14
735.339,355.39
735.528,359.26
735.717,401.83
735.906,376.67
736.095,250.9
736.285,324.43
736.474,357.32
736.663,390.22
736.852,314.75
737.041,392.15
737.23,510.18
737.419,413.44
737.608,349.58
737.797,295.4
737.986,295.4
738.175,316.69
738.364,349.58
738.553,328.3
738.742,374.74
738.931,316.69
739.12,378.61
739.308,243.16
739.497,423.11
739.686,376.67
739.875,336.04
740.064,247.03
740.253,307.01
740.441,345.71
740.63,279.92
740.819,361.19
741.008,332.17
741.196,210.27
741.385,310.88
741.574,219.94
741.762,202.53
741.951,336.04
742.14,208.33
742.328,243.16
742.517,245.09
742.705,270.25
742.894,357.32
743.082,212.2
743.271,287.66
743.459,276.05
743.648,192.85
743.836,185.11
744.025,307.01
744.213,316.69
744.402,291.53
744.59,305.08
744.779,312.82
744.967,276.05
745.155,293.47
745.344,260.57
745.532,349.58
745.72,225.74
745.909,291.53
746.097,378.61
746.285,233.48
746.473,223.81
746.662,212.2
746.85,214.14
747.038,355.39
747.226,181.24
747.414,289.6
747.602,241.22
747.791,264.44
747.979,281.86
748.167,252.83
748.355,229.61
748.543,177.37
748.731,243.16
748.919,372.8
749.107,307.01
749.295,264.44
749.483,188.98
749.671,264.44
749.859,266.38
750.047,276.05
750.235,274.12
750.423,268.31
750.611,301.21
750.798,233.48
750.986,210.27
751.174,221.87
751.362,345.71
751.55,250.9
751.737,219.94
751.925,192.85
752.113,252.83
752.301,334.1
752.488,202.53
752.676,225.74
752.864,305.08
753.051,202.53
753.239,285.73
753.427,339.91
753.614,185.11
753.802,334.1
753.99,247.03
754.177,243.16
754.365,231.55
754.552,312.82
754.74,471.48
754.927,192.85
755.115,148.35
755.302,277.99
755.49,163.83
755.677,216.07
755.865,119.32
756.052,154.15
756.239,204.46
756.427,216.07
756.614,188.98
756.801,148.35
756.989,177.37
757.176,221.87
757.363,127.06
757.551,279.92
757.738,289.6
757.925,204.46
758.112,175.44
758.299,163.83
758.487,204.46
758.674,233.48
758.861,187.05
759.048,214.14
759.235,208.33
759.422,283.79
759.609,103.84
759.797,204.46
759.984,179.31
760.171,266.38
760.358,218
760.545,218
760.732,125.13
760.919,192.85
761.106,152.22
761.293,150.28
761.479,161.89
761.666,127.06
761.853,204.46
762.04,159.96
762.227,241.22
762.414,169.63
762.601,245.09
762.788,210.27
762.974,183.18
763.161,235.42
763.348,235.42
763.535,194.79
763.721,181.24
763.908,140.61
764.095,125.13
764.281,283.79
764.468,115.45
764.655,183.18
764.841,99.97
765.028,111.58
765.215,140.61
765.401,107.71
765.588,159.96
765.774,196.72
765.961,159.96
766.147,154.15
766.334,161.89
766.52,256.7
766.707,237.35
766.893,214.14
767.08,146.41
767.266,134.8
767.452,177.37
767.639,101.91
767.825,129
768.012,239.29
768.198,136.74
768.384,158.02
768.57,96.1
768.757,132.87
768.943,169.63
769.129,132.87
769.316,163.83
769.502,136.74
769.688,127.06
769.874,254.77
770.06,200.59
770.246,185.11
770.433,63.21
770.619,163.83
770.805,115.45
770.991,177.37
771.177,119.32
771.363,65.14
771.549,247.03
771.735,173.5
771.921,134.8
772.107,260.57
772.293,117.39
772.479,181.24
772.665,117.39
772.851,109.65
773.037,156.09
773.223,84.49
773.408,129
773.594,169.63
773.78,45.79
773.966,165.76
774.152,138.67
774.338,225.74
774.523,134.8
774.709,142.54
774.895,167.7
775.081,142.54
775.266,161.89
775.452,140.61
775.638,105.78
775.823,82.56
776.009,229.61
776.195,123.19
776.38,130.93
776.566,206.4
776.751,171.57
776.937,82.56
777.122,138.67
777.308,181.24
777.493,210.27
777.679,127.06
777.864,113.52
778.05,165.76
778.235,152.22
778.421,72.88
778.606,105.78
778.792,171.57
778.977,132.87
779.162,198.66
779.348,163.83
779.533,32.25
779.718,134.8
779.904,76.75
780.089,55.47
780.274,53.53
780.459,107.71
780.645,82.56
780.83,119.32
781.015,76.75
781.2,45.79
781.385,146.41
781.57,171.57
781.756,55.47
781.941,41.92
782.126,53.53
782.311,158.02
782.496,80.62
782.681,57.4
782.866,125.13
783.051,84.49
783.236,98.04
783.421,67.08
783.606,113.52
783.791,188.98
783.976,119.32
784.161,105.78
784.346,132.87
784.53,74.82
784.715,132.87
784.9,55.47
785.085,74.82
785.27,76.75
785.455,16.77
785.639,196.72
785.824,127.06
786.009,179.31
786.194,165.76
786.378,99.97
786.563,105.78
786.748,86.43
786.932,69.01
787.117,125.13
787.302,96.1
787.486,101.91
787.671,69.01
787.855,34.18
788.04,243.16
788.224,113.52
788.409,69.01
788.594,80.62
788.778,163.83
788.963,113.52
789.147,98.04
789.331,10.96
789.516,159.96
789.7,134.8
789.885,187.05
790.069,67.08
790.253,206.4
790.438,194.79
790.622,70.95
790.806,76.75
790.991,105.78
791.175,132.87
791.359,76.75
791.543,26.44
791.728,173.5
791.912,90.3
792.096,69.01
792.28,69.01
792.464,132.87
792.649,43.86
792.833,55.47
793.017,130.93
793.201,103.84
793.385,130.93
793.569,82.56
793.753,96.1
793.937,177.37
794.121,51.6
794.305,41.92
794.489,90.3
794.673,55.47
794.857,123.19
795.041,171.57
795.225,36.12
795.409,74.82
795.593,103.84
795.777,123.19
795.96,123.19
796.144,55.47
796.328,140.61
796.512,187.05
796.696,84.49
796.879,173.5
797.063,165.76
797.247,96.1
797.431,142.54
797.614,22.57
797.798,105.78
797.982,129
798.165,152.22
798.349,90.3
798.533,138.67
798.716,187.05
798.9,101.91
799.083,101.91
799.267,86.43
799.45,130.93
799.634,84.49
799.817,99.97
800.001,-8.38
800.184,61.27
800.368,34.18
800.551,88.36
800.735,227.68
800.918,84.49
801.101,69.01
801.285,117.39
801.468,152.22
801.651,70.95
801.835,134.8
802.018,134.8
802.201,99.97
802.385,129
802.568,154.15
802.751,70.95
802.934,47.73
803.118,119.32
803.301,51.6
803.484,165.76
803.667,57.4
803.85,119.32
804.033,98.04
804.216,74.82
804.399,63.21
804.583,101.91
804.766,148.35
804.949,86.43
805.132,16.77
805.315,38.05
805.498,-8.38
805.681,96.1
805.864,22.57
806.046,158.02
806.229,18.7
806.412,80.62
806.595,-21.93
806.778,96.1
806.961,109.65
807.144,16.77
807.327,94.17
807.509,61.27
807.692,105.78
807.875,127.06
808.058,72.88
808.24,150.28
808.423,138.67
808.606,101.91
808.789,1.29
808.971,59.34
809.154,20.64
809.336,142.54
809.519,96.1
809.702,38.05
809.884,183.18
810.067,24.51
810.249,51.6
810.432,47.73
810.614,76.75
810.797,-25.8
810.979,76.75
811.162,98.04
811.344,38.05
811.527,26.44
811.709,16.77
811.892,-23.86
812.074,55.47
812.256,80.62
812.439,63.21
812.621,69.01
812.803,30.31
812.986,161.89
813.168,55.47
813.35,22.57
813.532,10.96
813.715,61.27
813.897,188.98
814.079,107.71
814.261,45.79
814.443,9.03
814.626,41.92
814.808,43.86
814.99,80.62
815.172,123.19
815.354,30.31
815.536,-14.19
815.718,70.95
815.9,144.48
816.082,45.79
816.264,76.75
816.446,26.44
816.628,72.88
816.81,55.47
816.992,88.36
817.174,80.62
817.356,98.04
817.538,117.39
817.72,158.02
817.901,32.25
818.083,47.73
818.265,12.9
818.447,53.53
818.629,140.61
818.81,-16.12
818.992,14.83
819.174,86.43
819.356,45.79
819.537,69.01
819.719,88.36
819.901,169.63
820.082,72.88
820.264,96.1
820.446,57.4
820.627,156.09
820.809,65.14
820.99,36.12
821.172,74.82
821.353,78.69
821.535,38.05
821.716,20.64
821.898,78.69
822.079,67.08
822.261,57.4
822.442,72.88
822.624,51.6
822.805,84.49
822.987,136.74
823.168,5.16
823.349,67.08
823.531,98.04
823.712,30.31
823.893,74.82
824.074,32.25
824.256,136.74
824.437,109.65
824.618,30.31
824.799,28.38
824.981,96.1
825.162,109.65
825.343,99.97
825.524,22.57
825.705,28.38
825.886,-10.32
826.067,69.01
826.249,3.22
826.43,107.71
826.611,59.34
826.792,78.69
826.973,3.22
827.154,82.56
827.335,61.27
827.516,43.86
827.697,61.27
827.878,59.34
828.058,1.29
828.239,53.53
828.42,109.65
828.601,10.96
828.782,36.12
828.963,123.19
829.144,3.22
829.324,61.27
829.505,156.09
829.686,63.21
829.867,69.01
830.047,20.64
830.228,49.66
830.409,-23.86
830.59,7.09
830.77,107.71
830.951,117.39
831.131,121.26
831.312,88.36
831.493,103.84
831.673,-8.38
831.854,53.53
832.034,101.91
832.215,59.34
832.395,47.73
832.576,53.53
832.756,22.57
832.937,49.66
833.117,98.04
833.298,-78.04
833.478,34.18
833.659,69.01
833.839,51.6
834.019,94.17
834.2,53.53
834.38,28.38
834.56,-8.38
834.741,-68.37
834.921,49.66
835.101,-0.64
835.281,-21.93
835.462,38.05
835.642,99.97
835.822,-52.89
836.002,-16.12
836.182,7.09
836.362,3.22
836.543,88.36
836.723,30.31
836.903,14.83
837.083,-0.64
837.263,20.64
837.443,67.08
837.623,-23.86
837.803,38.05
837.983,69.01
838.163,82.56
838.343,67.08
838.523,-19.99
838.703,158.02
838.883,-27.73
839.063,36.12
839.243,-2.58
839.422,-21.93
839.602,59.34
839.782,82.56
839.962,-10.32
840.142,5.16
840.321,-8.38
840.501,70.95
840.681,82.56
840.861,86.43
841.04,86.43
841.22,99.97
841.4,99.97
841.579,-10.32
841.759,14.83
841.939,61.27
842.118,-0.64
842.298,30.31
842.477,86.43
842.657,41.92
842.837,3.22
843.016,26.44
843.196,57.4
843.375,161.89
843.555,12.9
843.734,74.82
843.913,47.73
844.093,74.82
844.272,38.05
844.452,109.65
844.631,20.64
844.81,65.14
844.99,28.38
845.169,14.83
845.348,34.18
845.528,47.73
845.707,20.64
845.886,43.86
846.065,14.83
846.245,74.82
846.424,26.44
846.603,32.25
846.782,94.17
846.961,22.57
847.14,51.6
847.32,55.47
847.499,103.84
847.678,18.7
847.857,57.4
848.036,12.9
848.215,92.23
848.394,74.82
848.573,36.12
848.752,-14.19
848.931,101.91
849.11,-0.64
849.289,36.12
849.468,1.29
849.647,-23.86
849.826,26.44
850.004,10.96
850.183,20.64
850.362,34.18
850.541,88.36
850.72,39.99
850.899,-6.45
851.077,63.21
851.256,12.9
851.435,94.17
851.613,41.92
851.792,22.57
851.971,-4.51
852.15,63.21
852.328,65.14
852.507,43.86
852.685,57.4
852.864,-6.45
853.043,92.23
853.221,39.99
853.4,90.3
853.578,74.82
853.757,10.96
853.935,30.31
854.114,76.75
854.292,28.38
854.471,-10.32
854.649,-52.89
854.828,69.01
855.006,22.57
855.184,39.99
855.363,-56.76
855.541,-0.64
855.719,30.31
855.898,92.23
856.076,-23.86
856.254,78.69
856.433,49.66
856.611,-31.6
856.789,61.27
856.967,84.49
857.145,30.31
857.324,109.65
857.502,45.79
857.68,53.53
857.858,-62.56
858.036,69.01
858.214,26.44
858.392,-31.6
858.57,57.4
858.748,-39.34
858.926,14.83
859.104,5.16
859.282,7.09
859.46,-2.58
859.638,18.7
859.816,-8.38
859.994,-2.58
860.172,65.14
860.35,-29.67
860.528,-18.06
860.706,26.44
860.884,70.95
861.061,-33.54
861.239,72.88
861.417,90.3
861.595,136.74
861.773,-27.73
861.95,-2.58
862.128,-29.67
862.306,-10.32
862.484,-45.15
862.661,-60.63
862.839,82.56
863.016,96.1
863.194,5.16
863.372,-23.86
863.549,-4.51
863.727,-25.8
863.904,-33.54
864.082,28.38
864.259,65.14
864.437,-33.54
864.614,43.86
864.792,105.78
864.969,5.16
865.147,198.66
865.324,70.95
865.502,12.9
865.679,43.86
865.856,51.6
866.034,39.99
866.211,41.92
866.388,-68.37
866.566,36.12
866.743,67.08
866.92,69.01
867.098,9.03
867.275,45.79
867.452,-2.58
867.629,90.3
867.806,76.75
867.984,49.66
868.161,65.14
868.338,-72.24
868.515,-2.58
868.692,-50.95
868.869,28.38
869.046,-2.58
869.223,16.77
869.4,-2.58
869.577,5.16
869.754,9.03
869.931,32.25
870.108,49.66
870.285,78.69
870.462,70.95
870.639,57.4
870.816,-43.21
870.993,1.29
871.17,61.27
871.347,22.57
871.523,70.95
871.7,12.9
871.877,49.66
872.054,-58.69
872.231,84.49
872.407,41.92
872.584,-2.58
872.761,-25.8
872.937,36.12
873.114,69.01
873.291,43.86
873.467,-18.06
873.644,36.12
873.821,-21.93
873.997,65.14
874.174,43.86
874.35,20.64
874.527,-49.02
874.704,-23.86
874.88,90.3
875.057,39.99
875.233,47.73
875.409,-2.58
875.586,-70.3
875.762,32.25
875.939,-31.6
876.115,-23.86
876.292,-2.58
876.468,111.58
876.644,-0.64
876.821,-43.21
876.997,30.31
877.173,51.6
877.349,-18.06
877.526,69.01
877.702,86.43
877.878,-4.51
878.054,-25.8
878.231,55.47
878.407,3.22
878.583,-31.6
878.759,-41.28
878.935,39.99
879.111,80.62
879.287,-10.32
879.463,41.92
879.639,-10.32
879.815,-0.64
879.991,-18.06
880.168,39.99
880.343,24.51
880.519,-79.98
880.695,34.18
880.871,-60.63
881.047,61.27
881.223,57.4
881.399,-33.54
881.575,-37.41
881.751,18.7
881.927,22.57
882.102,51.6
882.278,51.6
882.454,-8.38
882.63,-68.37
882.806,14.83
882.981,9.03
883.157,51.6
883.333,-54.82
883.508,-19.99
883.684,-39.34
883.86,41.92
884.035,39.99
884.211,-4.51
884.387,28.38
884.562,69.01
884.738,43.86
884.913,-16.12
885.089,12.9
885.264,63.21
885.44,-4.51
885.615,74.82
885.791,-0.64
885.966,55.47
886.142,10.96
886.317,-56.76
886.492,24.51
886.668,7.09
886.843,-4.51
887.018,32.25
887.194,-33.54
887.369,30.31
887.544,-39.34
887.72,101.91
887.895,-0.64
888.07,78.69
888.245,26.44
888.421,10.96
888.596,3.22
888.771,7.09
888.946,22.57
889.121,109.65
889.296,-6.45
889.471,-33.54
889.647,10.96
889.822,-70.3
889.997,10.96
890.172,-54.82
890.347,-18.06
890.522,1.29
890.697,-66.43
890.872,36.12
891.047,-39.34
891.222,63.21
891.397,57.4
891.571,32.25
891.746,5.16
891.921,65.14
892.096,45.79
892.271,47.73
892.446,14.83
892.62,-83.85
892.795,-14.19
892.97,61.27
893.145,10.96
893.32,30.31
893.494,-8.38
893.669,57.4
893.844,26.44
894.018,-52.89
894.193,-8.38
894.368,45.79
894.542,86.43
894.717,20.64
894.891,-12.25
895.066,22.57
895.24,-136.09
895.415,-12.25
895.59,-60.63
895.764,-41.28
895.938,127.06
896.113,1.29
896.287,9.03
896.462,65.14
896.636,5.16
896.811,51.6
896.985,22.57
897.159,-43.21
897.334,5.16
897.508,67.08
897.682,47.73
897.857,3.22
898.031,9.03
898.205,-14.19
898.379,-25.8
898.554,-0.64
898.728,-21.93
898.902,26.44
899.076,3.22
899.25,5.16
899.425,10.96
899.599,57.4
899.773,-41.28
899.947,-2.58
900.121,-52.89
900.295,59.34
900.469,24.51
900.643,39.99
900.817,-45.15
900.991,134.8
901.165,121.26
901.339,-39.34
901.513,14.83
901.687,3.22
901.861,-45.15
902.035,43.86
902.208,-19.99
902.382,26.44
902.556,113.52
902.73,-50.95
902.904,-6.45
903.078,24.51
903.251,-49.02
903.425,-18.06
903.599,113.52
903.772,34.18
903.946,30.31
904.12,12.9
904.294,70.95
904.467,12.9
904.641,-21.93
904.814,-31.6
904.988,-29.67
905.162,-4.51
905.335,70.95
905.509,26.44
905.682,3.22
905.856,-8.38
906.029,-72.24
906.203,-23.86
906.376,90.3
906.55,-2.58
906.723,-93.52
906.896,1.29
907.07,3.22
907.243,78.69
907.417,-21.93
907.59,26.44
907.763,-31.6
907.937,-72.24
908.11,22.57
908.283,30.31
908.456,16.77
908.63,-27.73
908.803,16.77
908.976,99.97
909.149,-12.25
909.322,22.57
909.496,-10.32
909.669,41.92
909.842,3.22
910.015,-21.93
910.188,14.83
910.361,90.3
910.534,36.12
910.707,-6.45
910.88,18.7
911.053,34.18
911.226,-110.94
911.399,98.04
911.572,41.92
911.745,39.99
911.918,39.99
912.091,82.56
912.264,94.17
912.437,-29.67
912.609,41.92
912.782,-50.95
912.955,90.3
913.128,80.62
913.301,123.19
913.473,51.6
913.646,32.25
913.819,70.95
913.992,32.25
914.164,18.7
914.337,24.51
914.51,127.06
914.682,-4.51
914.855,-50.95
915.027,-14.19
915.2,-43.21
915.373,20.64
915.545,39.99
915.718,-37.41
915.89,119.32
916.063,59.34
916.235,-49.02
916.408,49.66
916.58,22.57
916.753,109.65
916.925,-72.24
917.097,47.73
917.27,-87.72
917.442,-16.12
917.614,-19.99
917.787,-6.45
917.959,-85.78
918.131,5.16
918.304,45.79
918.476,12.9
918.648,14.83
918.82,-16.12
918.993,59.34
919.165,41.92
919.337,28.38
919.509,-23.86
919.681,-12.25
919.854,47.73
920.026,32.25
920.198,12.9
920.37,-23.86
920.542,-45.15
920.714,26.44
920.886,57.4
921.058,16.77
921.23,-8.38
921.402,-54.82
921.574,-21.93
921.746,-64.5
921.918,-43.21
922.09,18.7
922.262,-23.86
922.433,-70.3
922.605,67.08
922.777,-41.28
922.949,-45.15
923.121,14.83
923.293,14.83
923.464,-10.32
923.636,63.21
923.808,96.1
923.98,18.7
924.151,3.22
924.323,20.64
924.495,-58.69
924.666,94.17
924.838,20.64
925.009,24.51
925.181,24.51
925.353,12.9
925.524,-16.12
925.696,24.51
925.867,14.83
926.039,-70.3
926.21,117.39
926.382,26.44
926.553,-70.3
926.725,18.7
926.896,22.57
927.068,-16.12
927.239,-21.93
927.41,-27.73
927.582,78.69
927.753,-35.47
927.924,22.57
928.096,3.22
928.267,82.56
928.438,84.49
928.61,-33.54
928.781,-85.78
928.952,67.08
929.123,12.9
929.294,-4.51
929.466,12.9
929.637,14.83
929.808,43.86
929.979,-56.76
930.15,32.25
930.321,-18.06
930.492,-78.04
930.663,39.99
930.834,90.3
931.005,38.05
931.176,-52.89
931.347,-35.47
931.518,-0.64
931.689,-6.45
931.86,-62.56
932.031,-66.43
932.202,12.9
932.373,-19.99
932.544,-0.64
932.715,-0.64
932.885,82.56
933.056,1.29
933.227,-79.98
933.398,-39.34
933.569,-12.25
933.739,-72.24
933.91,-4.51
934.081,28.38
934.251,-16.12
934.422,-33.54
934.593,-72.24
934.763,59.34
934.934,-10.32
935.105,18.7
935.275,43.86
935.446,5.16
935.616,9.03
935.787,117.39
935.957,-21.93
936.128,-21.93
936.298,16.77
936.469,30.31
936.639,-58.69
936.81,10.96
936.98,-47.08
937.151,-31.6
937.321,-16.12
937.491,51.6
937.662,-60.63
937.832,-35.47
938.002,-78.04
938.173,-19.99
938.343,20.64
938.513,-47.08
938.684,12.9
938.854,-50.95
939.024,-49.02
939.194,36.12
939.364,-47.08
939.535,-83.85
939.705,-14.19
939.875,-56.76
940.045,-49.02
940.215,-66.43
940.385,-23.86
940.555,-31.6
940.725,12.9
940.895,1.29
941.065,39.99
941.235,45.79
941.405,-35.47
941.575,16.77
941.745,22.57
941.915,7.09
942.085,-182.53
942.255,74.82
942.425,-35.47
942.595,-35.47
942.764,30.31
942.934,90.3
943.104,63.21
943.274,55.47
943.444,-91.59
943.613,69.01
943.783,-45.15
943.953,14.83
944.122,-31.6
944.292,-0.64
944.462,-105.13
944.631,80.62
944.801,10.96
944.971,-0.64
945.14,-31.6
945.31,12.9
945.479,-33.54
945.649,55.47
945.819,-101.26
945.988,-31.6
946.158,-68.37
946.327,5.16
946.496,7.09
946.666,-19.99
946.835,38.05
947.005,-50.95
947.174,32.25
947.344,-12.25
947.513,74.82
947.682,26.44
947.852,-18.06
948.021,-35.47
948.19,32.25
948.359,24.51
948.529,-76.11
948.698,-52.89
948.867,-29.67
949.036,-4.51
949.206,14.83
949.375,26.44
949.544,-31.6
949.713,-39.34
949.882,-10.32
950.051,-70.3
950.22,-110.94
950.389,-8.38
950.558,-78.04
950.727,-52.89
950.896,-23.86
951.065,39.99
951.234,10.96
951.403,53.53
951.572,-27.73
951.741,88.36
951.91,-47.08
952.079,63.21
952.248,-16.12
952.417,-2.58
952.586,-49.02
952.754,22.57
952.923,-19.99
953.092,22.57
953.261,55.47
953.43,113.52
953.598,-19.99
953.767,43.86
953.936,-23.86
954.104,45.79
954.273,-87.72
954.442,-6.45
954.61,-79.98
954.779,49.66
954.948,-70.3
955.116,51.6
955.285,-31.6
955.453,5.16
955.622,-41.28
955.79,-31.6
955.959,-29.67
956.127,38.05
956.296,32.25
956.464,5.16
956.633,-19.99
956.801,14.83
956.97,26.44
957.138,3.22
957.306,-60.63
957.475,-91.59
957.643,30.31
957.811,9.03
957.98,28.38
958.148,-4.51
958.316,-70.3
958.484,-97.39
958.653,-19.99
958.821,43.86
958.989,1.29
959.157,30.31
959.325,-56.76
959.493,12.9
959.662,148.35
959.83,22.57
959.998,-4.51
960.166,1.29
960.334,-14.19
960.502,10.96
960.67,34.18
960.838,-33.54
961.006,18.7
961.174,-16.12
961.342,-29.67
961.51,-79.98
961.678,-6.45
961.846,101.91
962.013,26.44
962.181,-27.73
962.349,-25.8
962.517,38.05
962.685,30.31
962.853,-29.67
963.02,-49.02
963.188,-29.67
963.356,65.14
963.524,-0.64
963.691,-112.87
963.859,36.12
964.027,-66.43
964.194,12.9
964.362,-62.56
964.53,16.77
964.697,-72.24
964.865,-37.41
965.032,-60.63
965.2,10.96
965.367,3.22
965.535,-18.06
965.702,49.66
965.87,-0.64
966.037,-14.19
966.205,24.51
966.372,-130.29
966.54,32.25
966.707,-39.34
966.874,26.44
967.042,53.53
967.209,-31.6
967.376,-8.38
967.544,34.18
967.711,70.95
967.878,-58.69
968.046,-54.82
968.213,-39.34
968.38,5.16
968.547,-27.73
968.714,-10.32
968.882,-12.25
969.049,-54.82
969.216,-60.63
969.383,-41.28
969.55,-6.45
969.717,16.77
969.884,61.27
970.051,-19.99
970.218,-56.76
970.385,3.22
970.552,38.05
970.719,-27.73
970.886,-41.28
971.053,24.51
971.22,9.03
971.387,41.92
971.554,78.69
971.721,1.29
971.888,41.92
972.055,-35.47
972.221,-21.93
972.388,14.83
972.555,18.7
972.722,-21.93
972.889,9.03
973.055,-12.25
973.222,18.7
973.389,28.38
973.555,22.57
973.722,-70.3
973.889,9.03
974.055,16.77
974.222,-68.37
974.389,-19.99
974.555,3.22
974.722,34.18
974.888,45.79
975.055,-12.25
975.221,12.9
975.388,28.38
975.554,67.08
975.721,-101.26
975.887,-49.02
976.054,-114.81
976.22,12.9
976.386,-10.32
976.553,26.44
976.719,-41.28
976.886,-47.08
977.052,16.77
977.218,78.69
977.384,-107.07
977.551,-14.19
977.717,-58.69
977.883,26.44
978.049,22.57
978.216,7.09
978.382,-47.08
978.548,-37.41
978.714,-56.76
978.88,3.22
979.046,38.05
979.213,-58.69
979.379,-16.12
979.545,20.64
979.711,55.47
979.877,-31.6
980.043,-56.76
980.209,-85.78
980.375,-64.5
980.541,45.79
980.707,-47.08
980.873,47.73
981.039,-43.21
981.204,-41.28
981.37,-0.64
981.536,-0.64
981.702,-105.13
981.868,1.29
982.034,9.03
982.199,3.22
982.365,7.09
982.531,-6.45
982.697,-58.69
982.862,-89.65
983.028,-6.45
983.194,22.57
983.359,7.09
983.525,5.16
983.691,-87.72
983.856,-19.99
984.022,45.79
984.188,38.05
